killID,killmail_id,killmail_time,solar_system_id,zkb.locationID,zkb.hash,zkb.fittedValue,zkb.totalValue,zkb.points,zkb.npc,zkb.solo,zkb.awox,zkb.href,victim.alliance_id,victim.character_id,victim.corporation_id,victim.damage_taken,victim.position.x,victim.position.y,victim.position.z,victim.ship_type_id,attacker.alliance_id,attacker.character_id,attacker.corporation_id,attacker.damage_done,attacker.final_blow,attacker.security_status,attacker.ship_type_id,attacker.weapon_type_id,attacker.faction_id,victim.faction_id,war_id,moon_id
85942786,85942786,2020-07-27T17:27:53Z,30010141,50014108,3e8cdeb61085de741c73c1f1dc572b34e779a90b,44249715.21,44249715.21,1,False,False,False,https://esi.evetech.net/v1/killmails/85942786/3e8cdeb61085de741c73c1f1dc572b34e779a90b/,99007969.0,2117076989.0,98536418,416,983470687772.8528,-119221262921.06267,-1157782613672.4094,670,99010015.0,694825870.0,98556211.0,416,True,-0.8,17738.0,2953.0,,,,
85943358,85943358,2020-07-27T17:55:52Z,30003102,40197075,005e0d455798552a966913f97f5a10f75b226ab2,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85943358/005e0d455798552a966913f97f5a10f75b226ab2/,99007629.0,2117093480.0,715461052,433,-15869845977.65841,485969346.8711539,172308179849.8209,670,498125261.0,1238195402.0,1018389948.0,433,True,1.9,12015.0,2969.0,,,,
85943353,85943353,2020-07-27T17:55:52Z,30003102,40197075,54166f48f04d8202a4f192861eb5d77ea33536c1,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85943353/54166f48f04d8202a4f192861eb5d77ea33536c1/,99007629.0,2117026464.0,98646070,446,-15869840342.408281,485973844.8219528,172308193011.41833,670,498125261.0,90319220.0,1018389948.0,227,True,5.0,12015.0,2969.0,,,,
85943347,85943347,2020-07-27T17:55:48Z,30003135,50009870,b3671da360bc17b63ae5cc2a9a41b25a2f0a1d28,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85943347/b3671da360bc17b63ae5cc2a9a41b25a2f0a1d28/,498125261.0,259616998.0,1018389948,453,1594179615528.8706,-296136489918.1987,720367649518.0471,670,1354830081.0,108615645.0,98270640.0,453,True,-1.2,29990.0,2969.0,,,,
85943357,85943357,2020-07-27T17:55:52Z,30003102,40197075,0971c26b2882a954257e083d7706aa4f7e815f65,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85943357/0971c26b2882a954257e083d7706aa4f7e815f65/,99007629.0,2117026582.0,98646070,446,-15869852501.143309,485964911.03111696,172308212301.4638,670,498125261.0,97239828.0,1018389948.0,85,True,4.8,12015.0,2969.0,,,,
85941933,85941933,2020-07-27T17:00:38Z,30000249,50001648,5e91154fca38d2d1a1140228078db09a69495948,446180612.39,573300379.04,23,False,False,False,https://esi.evetech.net/v1/killmails/85941933/5e91154fca38d2d1a1140228078db09a69495948/,99008656.0,2112898086.0,98476260,54635,-145073985718.55087,-22839090078.737995,-871902294958.5692,17738,99002417.0,1848470189.0,98138114.0,22984,True,3.9,22430.0,2446.0,,,,
85942710,85942710,2020-07-27T17:26:47Z,30000182,50007040,58c3b4c0e6c009835f939bbf5d6a73b8849db714,10000.0,10000.0,1,True,False,False,https://esi.evetech.net/v1/killmails/85942710/58c3b4c0e6c009835f939bbf5d6a73b8849db714/,99009268.0,2112456407.0,98399497,435,641989634949.0353,-25578833361.68676,686347603476.9697,670,,,,435,True,0.0,54577.0,,500026.0,,,
85942732,85942732,2020-07-27T17:27:05Z,30000182,50007040,829a67547528c3e6abea896156a969e80106665a,486714.31,692610.56,1,True,False,False,https://esi.evetech.net/v1/killmails/85942732/829a67547528c3e6abea896156a969e80106665a/,99009268.0,2117252094.0,98399497,880,641989638991.131,-25578833642.298645,686347601215.8628,605,,,,880,True,0.0,54577.0,,500026.0,,,
85942772,85942772,2020-07-27T17:27:47Z,30000182,50007040,c97294cf80df1a26a65bc84ddac5a4d14a5aef1f,10000.0,10000.0,1,True,False,False,https://esi.evetech.net/v1/killmails/85942772/c97294cf80df1a26a65bc84ddac5a4d14a5aef1f/,99009268.0,2117252094.0,98399497,405,641989638931.3912,-25578833676.895653,686347601124.1516,670,,,,405,True,0.0,54577.0,,500026.0,,,
85942808,85942808,2020-07-27T17:28:32Z,30004486,40284024,d99b8cbaee85d3fd084648ca26410746671126bc,6571900.0,25978231.98,1,False,False,False,https://esi.evetech.net/v1/killmails/85942808/d99b8cbaee85d3fd084648ca26410746671126bc/,1411711376.0,2115969063.0,98382886,46389,40206337210.702995,210759844259.4586,-1525021411244.9478,33475,99002367.0,533706991.0,98573896.0,46389,True,5.0,17738.0,2929.0,,,,
85942222,85942222,2020-07-27T17:15:10Z,30010141,50014108,4f57ce02b69e581f3d0cdcaadc38fd175fc0592d,1129.34,1640.83,1,False,False,False,https://esi.evetech.net/v1/killmails/85942222/4f57ce02b69e581f3d0cdcaadc38fd175fc0592d/,,2115222055.0,98629293,604,983470678118.5408,-119221245459.8947,-1157782607961.8755,601,99010015.0,826019399.0,712577137.0,184,True,-0.3,29986.0,28272.0,,,,
85943319,85943319,2020-07-27T17:54:34Z,30003135,50009870,dfeaae5588677dad82f373bf27cc21f87759b5ab,31502310.13,37601302.49,4,False,True,False,https://esi.evetech.net/v1/killmails/85943319/dfeaae5588677dad82f373bf27cc21f87759b5ab/,498125261.0,259616998.0,1018389948,3085,1594179615499.171,-296136489888.4987,720367649488.3473,11186,1354830081.0,108615645.0,98270640.0,3085,True,-1.2,29990.0,2969.0,,,,
85941972,85941972,2020-07-27T17:02:38Z,30004004,50009904,d4e014f92c06b5664606713b8c138c2e6fc12b91,1520.78,2032.27,1,False,False,False,https://esi.evetech.net/v1/killmails/85941972/d4e014f92c06b5664606713b8c138c2e6fc12b91/,1911932230.0,93882523.0,98612478,607,-1143123298614.0625,-159292349713.72925,596685238210.0306,606,99003838.0,397801441.0,98383832.0,607,True,3.1,34828.0,213.0,,,,
85942001,85942001,2020-07-27T17:03:50Z,30004004,50009904,53d006aa23b99fa678d0f8b0b1ff870072d7b0d0,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85942001/53d006aa23b99fa678d0f8b0b1ff870072d7b0d0/,1911932230.0,93882523.0,98612478,415,-1143123298570.0625,-159292349757.72925,596685238254.0306,670,99003838.0,397801441.0,98383832.0,415,True,3.1,34828.0,213.0,,,,
85942773,85942773,2020-07-27T17:27:48Z,30000139,50000549,129124deb33cac570c9686b7f385d4d2719ea4d6,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85942773/129124deb33cac570c9686b7f385d4d2719ea4d6/,99002775.0,819004125.0,98140648,0,656887848660.1364,85688034098.88077,1589474546132.1072,670,,2116545173.0,98640270.0,0,True,1.5,3756.0,7367.0,,,,
85942752,85942752,2020-07-27T17:27:26Z,32000037,0,a4fc4d2bbd2f49dc845a6b2c184d7dd64fa7588c,15599388.64,37609137.21,17,False,False,False,https://esi.evetech.net/v1/killmails/85942752/a4fc4d2bbd2f49dc845a6b2c184d7dd64fa7588c/,,609144354.0,98529865,18398,-14959749389980.645,-14959788734526.234,-14959788661622.275,622,99009461.0,848736312.0,98634515.0,18398,True,2.2,627.0,3082.0,,,,
85942846,85942846,2020-07-27T17:29:50Z,32000037,0,8c427de411e4bb21da6ab7b527c0d48fd93fcf44,15599388.64,38535039.59,17,False,False,False,https://esi.evetech.net/v1/killmails/85942846/8c427de411e4bb21da6ab7b527c0d48fd93fcf44/,99007237.0,1463810900.0,98290394,20059,-14959749354869.135,-14959788704439.262,-14959788705323.766,622,99009461.0,848736312.0,98634515.0,18333,True,2.2,627.0,2175.0,,,,
85942819,85942819,2020-07-27T17:28:47Z,32000123,0,46bdeba23eed6724d3226079706041824e7f059c,23576908.38,47170793.53,12,False,False,False,https://esi.evetech.net/v1/killmails/85942819/46bdeba23eed6724d3226079706041824e7f059c/,99007362.0,2115242914.0,98524939,15962,-14959631364060.867,-14959788702437.89,-14959788662681.994,628,99007237.0,96340326.0,98290394.0,7313,True,-0.3,624.0,3009.0,,,,
85942239,85942239,2020-07-27T17:16:12Z,32000120,0,f0e17a2fe7367b632fcc63430fd19e3b7eda4ea5,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85942239/f0e17a2fe7367b632fcc63430fd19e3b7eda4ea5/,99009764.0,2114248573.0,98583458,461,-14959788686369.77,-14959788714288.758,-14959788691281.422,670,99007237.0,1064043915.0,98290394.0,461,True,4.5,624.0,3009.0,,,,
85942809,85942809,2020-07-27T17:28:33Z,30045338,50016297,4e6e34c9263dca0dcbab657afabcfc7ac045a414,33708665.68,77770220.23,1,True,False,False,https://esi.evetech.net/v1/killmails/85942809/4e6e34c9263dca0dcbab657afabcfc7ac045a414/,1354830081.0,2112501919.0,98176563,1260,58494442244.991875,-3519833838408.444,409487144950.4589,11186,,,,1260,True,0.0,54577.0,,500026.0,,,
85942810,85942810,2020-07-27T17:28:38Z,30045338,50016297,99fea3cb5415cc18a0cf7bf3b221321a0feb5397,5740978.07,5740978.07,1,True,False,False,https://esi.evetech.net/v1/killmails/85942810/99fea3cb5415cc18a0cf7bf3b221321a0feb5397/,1354830081.0,2112501919.0,98176563,458,58494442215.29188,-3519833838438.144,409487144980.1589,670,,,,458,True,0.0,54577.0,,500026.0,,,
85943266,85943266,2020-07-27T17:51:41Z,30000742,50002251,d7a7b242b00bc2277cf3c14d850c292524cff294,35821322.67,63743158.57,1,False,False,False,https://esi.evetech.net/v1/killmails/85943266/d7a7b242b00bc2277cf3c14d850c292524cff294/,99007488.0,645683111.0,1362837194,33697,-867709624750.3127,52516818055.4139,-4537532367630.373,3756,99001648.0,2113961481.0,98578701.0,14856,True,5.0,16229.0,3146.0,,,,
85943326,85943326,2020-07-27T17:54:45Z,30003102,40197075,b4d3fbe53875745c25e0d51ce8329753a5ab8bc5,57605795.96,86695190.44,1,False,False,False,https://esi.evetech.net/v1/killmails/85943326/b4d3fbe53875745c25e0d51ce8329753a5ab8bc5/,99007629.0,2117026388.0,98646070,20860,-15869851075.50166,485966901.04228616,172308177436.15775,24702,498125261.0,2112402805.0,98480565.0,339,True,5.0,12015.0,2969.0,,,,
85943334,85943334,2020-07-27T17:54:57Z,30003102,40197075,4fd57d5e2ff8b666e5f803a5ffb6c73327befab7,57605795.96,86605649.2,1,False,False,False,https://esi.evetech.net/v1/killmails/85943334/4fd57d5e2ff8b666e5f803a5ffb6c73327befab7/,99007629.0,2117026582.0,98646070,20910,-15869852230.54331,485965181.63111705,172308212030.8638,24702,498125261.0,94174863.0,98480565.0,60,True,0.5,17715.0,28272.0,,,,
85943354,85943354,2020-07-27T17:55:52Z,30003102,40197075,986d798c41c245952efb281453830ad2f08bee47,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85943354/986d798c41c245952efb281453830ad2f08bee47/,99007629.0,2117026460.0,98646070,447,-15869863995.841509,485962765.60804456,172308209538.849,670,498125261.0,91431430.0,98480565.0,447,True,5.0,12015.0,2969.0,,,,
85942845,85942845,2020-07-27T17:29:48Z,30004759,50010995,287caa56b9946a372ba9fa721c2279e794831ffd,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85942845/287caa56b9946a372ba9fa721c2279e794831ffd/,1354830081.0,90994877.0,624410653,460,1594048395310.025,-14396257960.75071,-5173244412008.801,33328,99004013.0,2114798304.0,98377551.0,266,True,3.8,29986.0,3025.0,,,,
85942865,85942865,2020-07-27T17:30:48Z,30004759,50010995,c790a1c8fb2cfaedcde1a42f94149bb36fbb4b23,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85942865/c790a1c8fb2cfaedcde1a42f94149bb36fbb4b23/,150097440.0,1861043992.0,311724580,464,1594048397825.695,-14396255571.176908,-5173244461949.245,670,99009444.0,92614310.0,98573850.0,135,True,4.9,12032.0,27345.0,,,,
85942134,85942134,2020-07-27T17:11:35Z,30000170,60003211,c3e10a2dad3847c39fbfefc88c37b5f964634180,1129.34,1628.68,1,False,False,False,https://esi.evetech.net/v1/killmails/85942134/c3e10a2dad3847c39fbfefc88c37b5f964634180/,,2117232760.0,98642146,565,1768697996957.931,56369365715.47077,-282420387630.7567,601,,2116701240.0,98640970.0,565,True,-0.1,16240.0,3170.0,,,686163.0,
85941799,85941799,2020-07-27T16:53:09Z,30001391,60004276,d3288d7059309497ac0d16cfee53d87785a7fd5f,17026.31,17026.31,1,True,False,False,https://esi.evetech.net/v1/killmails/85941799/d3288d7059309497ac0d16cfee53d87785a7fd5f/,,2114487839.0,1000009,545,-31929271328.38678,-2657720874.3959928,-1292311380712.7869,672,,,,545,True,0.0,54577.0,,500026.0,,,
85941816,85941816,2020-07-27T16:53:47Z,30001391,60004276,23a270c3376963009d3f3e00bea7ed0bd7dab531,10000.0,10000.0,1,True,False,False,https://esi.evetech.net/v1/killmails/85941816/23a270c3376963009d3f3e00bea7ed0bd7dab531/,,2114487839.0,1000009,458,-31929271382.28678,-2657720820.495992,-1292311380766.6868,670,,,,458,True,0.0,54577.0,,500026.0,,,
85942890,85942890,2020-07-27T17:33:08Z,30001657,40105659,15ee699fa086346ce444d6556a59ea6ac04451e9,35645242.04,49040189.99,1,True,False,False,https://esi.evetech.net/v1/killmails/85942890/15ee699fa086346ce444d6556a59ea6ac04451e9/,99007716.0,91991768.0,98553701,1602,896188816342.9281,176932567842.81354,65145671656.897125,12034,,,1000125.0,1602,True,0.0,3885.0,,,,,
85942207,85942207,2020-07-27T17:14:50Z,30000142,40009090,554e6220c20fb73114549ff6f88db18f691153b4,10131478.4,13121943.98,1,False,False,False,https://esi.evetech.net/v1/killmails/85942207/554e6220c20fb73114549ff6f88db18f691153b4/,,2116327123.0,98630992,3698,-106631878903.87804,-18626806350.387074,436835096746.5846,42685,,2116186094.0,98627618.0,896,True,-0.6,16240.0,564.0,,,,
85942818,85942818,2020-07-27T17:28:47Z,30002789,50003584,7af2db6ddb350ef69829bd3a2e37de0d19b2bc16,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85942818/7af2db6ddb350ef69829bd3a2e37de0d19b2bc16/,,2112183595.0,98651486,447,3408606530725.2754,-14927832265.745256,2760957166319.7715,670,99002775.0,94519666.0,98140648.0,447,True,-10.0,16242.0,488.0,,,,
85943372,85943372,2020-07-27T17:56:31Z,30001217,40077243,5ce70553f47dd2d787437a80e0664ca23c6a3a09,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85943372/5ce70553f47dd2d787437a80e0664ca23c6a3a09/,,93742969.0,98642341,463,292415103964.86896,-75941782310.31207,650508932645.8763,670,99003214.0,2112539660.0,98169165.0,4,True,5.0,49711.0,47918.0,,,,
85943343,85943343,2020-07-27T17:55:33Z,30001217,40077243,40586b2df8e65e7b8a5019adcbe041e4c6169536,66815071.34,99214863.08,1,False,False,False,https://esi.evetech.net/v1/killmails/85943343/40586b2df8e65e7b8a5019adcbe041e4c6169536/,,93742969.0,98642341,5211,292415104198.09265,-75941778851.2438,650508933253.4515,22456,99003214.0,2114852960.0,98169165.0,340,True,-1.1,627.0,2488.0,,,,
85942843,85942843,2020-07-27T17:29:46Z,30004561,50011728,f247decbd090f935cbffeb08b6b1e79d925c4313,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85942843/f247decbd090f935cbffeb08b6b1e79d925c4313/,99002003.0,2114297698.0,98450647,460,3776142084829.1313,-303909394979.90497,758541803796.48,670,99004425.0,539494934.0,98412312.0,67,True,4.8,29340.0,24495.0,,,,
85942427,85942427,2020-07-27T17:20:20Z,30002542,40161699,3b9e7479dbded0a110a706715ce8123e73e00a94,44011428.1,59307628.07,26,False,True,False,https://esi.evetech.net/v1/killmails/85942427/3b9e7479dbded0a110a706715ce8123e73e00a94/,99009853.0,92485472.0,98593212,2368,-14780986914.48457,-43021764389.50548,63130824487.001884,17932,,1806932712.0,805828589.0,2368,True,0.1,17841.0,2456.0,500002.0,,,
85942870,85942870,2020-07-27T17:31:18Z,30003113,50008634,8b635392cf74d63c89178cc494a3456ca9104b05,33700497.21,52892822.34,1,False,False,False,https://esi.evetech.net/v1/killmails/85942870/8b635392cf74d63c89178cc494a3456ca9104b05/,1530983307.0,2113771637.0,98252321,1395,-594045794894.0969,-113647413485.49925,-273657078669.68976,11186,498125261.0,2113303139.0,98210135.0,551,True,4.8,32878.0,27381.0,,,,
85942881,85942881,2020-07-27T17:32:35Z,30003113,50008634,d1f5174e66ff0d8cf9f4f9559bbb5927d0d35c73,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85942881/d1f5174e66ff0d8cf9f4f9559bbb5927d0d35c73/,1530983307.0,2113771637.0,98252321,453,-594045792647.7018,-113647412695.95238,-273657078163.0908,670,498125261.0,2112986044.0,98210135.0,453,True,-5.0,32878.0,27381.0,,,,
85942882,85942882,2020-07-27T17:32:37Z,30001980,50004638,95887d65be5c4b63e8cbf29511866fe2e8e80534,903404.21,903404.21,1,False,False,False,https://esi.evetech.net/v1/killmails/85942882/95887d65be5c4b63e8cbf29511866fe2e8e80534/,99001317.0,96666596.0,604035876,8943,3074726183776.9365,356699389283.32544,-383193290280.90784,12198,1727758877.0,2112425613.0,98058224.0,8943,True,3.7,17718.0,3520.0,,,,
85942842,85942842,2020-07-27T17:29:44Z,30004932,40312355,47d77242ec029a7f3388cf71bac65212bbf804f0,20408904.78,28458527.55,23,False,False,False,https://esi.evetech.net/v1/killmails/85942842/47d77242ec029a7f3388cf71bac65212bbf804f0/,99009163.0,2114509219.0,98645589,7865,276033012080.2695,-282828115177.978,-82933435182.39311,626,99007262.0,140692824.0,98093166.0,2662,True,5.0,16238.0,3178.0,,,,
85942866,85942866,2020-07-27T17:30:50Z,30004932,40312355,7d56a67467f4a1f33d9359077da47a69c9ea24ce,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85942866/7d56a67467f4a1f33d9359077da47a69c9ea24ce/,99009163.0,2114509219.0,98645589,460,276033012201.2695,-282828115298.978,-82933435061.39311,670,99007262.0,140692824.0,98093166.0,219,True,5.0,16238.0,3178.0,,,,
85941756,85941756,2020-07-27T16:51:38Z,30002542,40161699,32e2e7a257c78595537bef3cebf40d02352610fd,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85941756/32e2e7a257c78595537bef3cebf40d02352610fd/,,2113662059.0,98602763,461,-14780971108.869913,-43021782215.46332,63130828129.97323,670,99007539.0,95712433.0,98528632.0,461,True,0.3,37453.0,3033.0,500003.0,,,
85942474,85942474,2020-07-27T17:21:24Z,30002542,40161699,3a3d5a11ea896bf5bd5dec0c8cc3c686737d92af,21124723.1,37106825.32,2,False,False,False,https://esi.evetech.net/v1/killmails/85942474/3a3d5a11ea896bf5bd5dec0c8cc3c686737d92af/,,1806932712.0,805828589,4768,-14780991385.845419,-43021768761.86874,63130831067.3879,17841,99007539.0,95712433.0,98528632.0,4367,True,0.3,37453.0,3033.0,500003.0,500002.0,,
85942610,85942610,2020-07-27T17:24:04Z,30002538,40161508,caa0378146949f5ce4e2d7841c81cfb2c10e5255,15903632.05,27855271.43,1,False,False,False,https://esi.evetech.net/v1/killmails/85942610/caa0378146949f5ce4e2d7841c81cfb2c10e5255/,,2115517354.0,98516852,2708,-28803070199.3071,206678243865.20468,-402114440280.4324,17619,99007928.0,2113682120.0,98483924.0,1166,True,-4.3,16242.0,488.0,500002.0,500001.0,,
85942628,85942628,2020-07-27T17:24:33Z,30002538,40161508,4cce9e9d8ba0e7d426a0e6f300f00d41b164c820,1708842.84,12803034.02,1,False,False,False,https://esi.evetech.net/v1/killmails/85942628/4cce9e9d8ba0e7d426a0e6f300f00d41b164c820/,,2112433338.0,98516852,1713,-28803069728.70938,206678261736.9052,-402114478570.8622,602,99007928.0,94162393.0,98483924.0,151,True,1.5,16242.0,2889.0,500002.0,500001.0,,
85942662,85942662,2020-07-27T17:25:40Z,30002538,40161508,3f343420e8b8c072353d4ddd316b7e011d6cea1f,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85942662/3f343420e8b8c072353d4ddd316b7e011d6cea1f/,,2112433338.0,98516852,428,-28803069524.33172,206678261679.2505,-402114478464.3424,670,99007928.0,2115377923.0,98483924.0,428,True,-1.8,16242.0,8909.0,500002.0,500001.0,,
85942160,85942160,2020-07-27T17:12:51Z,30001011,50001524,cea6f92d7722f965ca5dbf041061df10c80d71d7,51755554.39,75142202.33,2,False,False,False,https://esi.evetech.net/v1/killmails/85942160/cea6f92d7722f965ca5dbf041061df10c80d71d7/,1220922756.0,2116974561.0,98634856,3617,-2281637431661.888,331815933693.41113,1531380592678.484,34828,99005675.0,437509777.0,98081962.0,966,True,4.9,52254.0,47915.0,,,,
85942165,85942165,2020-07-27T17:13:03Z,30001011,50001524,653cf9ed0b35f03a9c4607554c001e2ff7ea605e,40868485.72,40868485.72,1,False,False,False,https://esi.evetech.net/v1/killmails/85942165/653cf9ed0b35f03a9c4607554c001e2ff7ea605e/,1220922756.0,2116974561.0,98634856,435,-2281637432332.1265,331815933805.2618,1531380590582.3054,670,99005675.0,437509777.0,98081962.0,435,True,4.9,52254.0,47915.0,,,,
